rank,feature,mean_abs_shap
1,ner_money,281.1957702636719
2,tfidf_rate,15.171858787536621
3,tfidf_disposable,11.182263374328613
4,tfidf_refund,11.172788619995117
5,tfidf_pin,10.602079391479492
6,tfidf_change,8.672178268432617
7,tfidf_virtual,6.940854072570801
8,tfidf_identity,6.629022121429443
9,tfidf_pending,6.296830654144287
10,n_digits,6.291173934936523
